,Unnamed: 0.1,Title,Genre,Summary,Year,Rating,Metascore,Votes,Runtime,Actors
279,279,married with children,comedi,al bundi is a misanthrop women shoe salesman with a miser life he hate hi job hi wife is lazi hi son is dysfunct especi with women and hi daughter is dimwit and promiscuous bundi is a misanthrop women shoe salesman with a miser life he hate hi job hi wife is lazi hi son is dysfunct especi with women and hi daughter is dimwit and promiscu al bundi is an unsuccess middl age shoe salesman with a miser life and an equal dysfunct famili he ha a veri attract but lazi wife name peggi who constantli nag him to death while throw the littl money he earn away on herself he also ha a veri promiscu teen age daughter name kelli who make up in attract what she lack in iq point and a not so attract but bright teen age son name bud who seem to think he is a ladi man to add to al miseri is hi yuppi next door neighbor marci and steve marci and steve eventu split up with marci keep the hous next door to the bundi and steve move away to be a forest ranger later marci get remarri to a gigolo name jefferson who is the male version of peggi the sitcom revolv around al never end attempt to better hi life which alway lead him right back to where he start,"1986, 1997",8.1,,89010.0,22,"Ed O'Neill, Christina Applegate, Katey Sagal, Amanda Bearse"
280,280,ducktales,anim adventur comedi,the globetrot treasurehunt moneymak adventur of billionair scroog mcduck and hi nephewsth comedyadventur seri chronicl the highfli adventur of trillionair scroog mcduck hi grandnephew huey dewey and louie temperament nephew donald duck launchpad mcquack mr beakley and her granddaught webbi,2017,8.2,,3719.0,21,"David Tennant, Danny Pudi, Ben Schwartz, Bobby Moynihan"
281,281,saturday night live,comedi music,a famou guest host star in parodi and sketch creat by the cast of thi witti showa famou guest host star in parodi and sketch creat by the cast of thi witti show a latenight comedi show featur sever short skit parodi of televis commerci a live guest band and a popcultur guest host each week mani of the snl player have spun off success independ comedi andor movi career from here,1975,8.1,,38932.0,90,"Don Pardo, Lenny Pickett, Darrell Hammond, Kenan Thompson"
282,282,russian doll,comedi drama mysteri,a cynic young woman in new york citi keep die and return to the parti that be thrown in her honor on that same even she tri to find a way out of thi strang time loopa cynic young woman in new york citi keep die and return to the parti that be thrown in her honor on that same even she tri to find a way out of thi strang time loop on nadia th birthday she is struck by a car and kill onli to find herself aliv and well back at her own birthday parti earlier that night when she die again and her timelin reset nadia begin to question her own saniti as she strive to unravel the mysteri of whi and how thi is all happen,2019,8.0,,35085.0,30,"Natasha Lyonne, Charlie Barnett, Greta Lee, Elizabeth Ashley"
283,283,the sinner,crime drama mysteri,antholog seri that examin how and whi ordinari peopl commit brutal crimesantholog seri that examin how and whi ordinari peopl commit brutal crime follow the stori of a young woman who commit a horrif act of violenc and rage and to her surpris ha no idea whi the investig who becom obsess with the case is determin to dig into her past and figur out whi thi is happen the sinner follow a young mother who when overcom by an inexplic fit of rage commit a startl act of violenc and to her horror ha no idea whi the event launch an invert and utterli surpris crime thriller whose drive forc is not the who or the what but the whi as an investig find himself obsess with uncov the woman buri motiv togeth they travel a harrow journey into the depth of her psych and the violent secret hidden in her past,2017,8.0,,55140.0,60,"Bill Pullman, Dohn Norwood, Jessica Biel, Christopher Abbott"
284,284,lethal weapon,action comedi crime,a slightli unhing cop is partner with a veteran detect tri to maintain a low stress level in hi lifea slightli unhing cop is partner with a veteran detect tri to maintain a low stress level in hi life,2016,8.0,,31922.0,44,"Damon Wayans, Keesha Sharp, Kevin Rahm, Michelle Mitchenor"
285,285,f is for family,anim comedi drama,follow the murphi famili back to the s when kid roam wild beer flow freeli and noth came between a man and hi tvfollow the murphi famili back to the s when kid roam wild beer flow freeli and noth came between a man and hi tv a father tri to provid for hi famili with a job he hate a mother tri to be the wife and parent that societi demand her to be a teen full of angst with a love for rocknrol a kid who is curs with middl child syndrom who just want to have fun and a littl girl who is far from girli but is still the appl of her father eye all make for the perfect recip of s america back to a time when tobacco wa healthi a kid curfew wa when the street light went out mom stay at home and sex drug rocknrol made the world go round watch how the typic middl class american famili held it togeth,2015,8.0,,20850.0,30,"Bill Burr, Laura Dern, Justin Long, Debi Derryberry"
286,286,humans,drama scifi,in a parallel present where the latest musthav gadget for ani busi famili is a synth a highlydevelop robot servant that so similar to a real human it transform the way we livetak inspir from the human centiped film the warden of a notori and troubl prison look to creat a person human centiped as a solut to hi problem bulli prison warden bill boss lead a big state prison in the us of a ha a lot of problem hi prison statist ha the highest amount of prison riot medic cost and staff turnov in the countri but foremost he is unabl to get the respect he think he deserv from hi inmat and the state governor he constantli fail in experi with differ idea for the ideal punish to get the inmat in line which drive him togeth with the sizzl heat complet insan under threat of termin by the governor hi loyal right hand man dwight come up with a brilliant idea a revolutionari idea which could chang the american prison system for good and save billion of dollar an idea base on the notori human centiped movi that will liter and figur get the inmat on their knee creat the ultim punish and deterr for anyon consid a life of crime have noth to lose bill and dwight creat a jawdrop person prison centiped prison warden bill boss ha tri everyth to keep hi inmat in line but noth work when riot staff turmoil and scorch heat final drive him to the brink boss agre to a horrif plan to turn the prison into a human centiped a brutal derang prison warden bill boss know no limit or law when it come to maintain disciplin in hi prison and in carri out hi sadist urg then influenc by watch the human centiped movi hi sidekick dwight suggest that he creat a human centiped out of the prison it will cut their food cost,2015,2.8,,12329.0,102,"Tom Six, Dieter Laser, Laurence R. Harvey, Eric Roberts, Robert LaSardo"
287,287,vice principals,comedi,an over protect father is obsess with becom a princip and compet against the popular vice princip howev someth happen that make them work togeth to save the dayan over protect father is obsess with becom a princip and compet against the popular vice princip howev someth happen that make them work togeth to save the day a dark comedi seri about a high school and the two vice princip mcbride and walton goggin star as the vp who are in an epic power struggl vy for the top spot to be school princip two veri differ vice princip the popular one and the outcast go head to head in the hope of becom the new princip at their high school howev thing quickli take a turn push them to team up and join forc against a common enemi after the princip retir both vice princip think they will be the next princip when the superintend give the job to a woman from anoth district they join forc to ruin it for her danni mcbride and walton goggin play two vice prinicp who are veri differ but are tri to achiev the common goal of forc out the new school princip so one of them can be on top,"2016, 2018",8.0,,16749.0,30,"Danny McBride, Walton Goggins, Sheaun McKinney, Georgia King"
288,288,bloodline,drama thriller,a famili find themselv forc to face their past secret and scar when the black sheep return homea famili find themselv forc to face their past secret and scar when the black sheep return home intrigu stori of a well off famili in the florida key that have mani dark secret the sibl are heir of a beauti inn that ha been in their famili for year it is their childhood home with mani great memori but the deep dark past hold mani untold tale all combin make the futur veri uncertain,"2015, 2017",8.0,,38452.0,60,"Kyle Chandler, Ben Mendelsohn, Linda Cardellini, Sissy Spacek"
289,289,agent carter,action adventur scifi,in peggi carter is releg to secretari duti in the strateg scientif reserv ssr when howard stark is accus of treason he secretli recruit peggi to clear hi name with the help of hi butler edwin jarvisin peggi carter is releg to secretari duti in the strateg scientif reserv ssr when howard stark is accus of treason he secretli recruit peggi to clear hi name with the help of hi butler edwin jarvi the war is over and almost everyon ha experienc a loss agent peggi carter ha lost the love of her life to top it off when billionair howard stark is accus of treason he secretli employ her to clear hi name with the help of stark butler she embark on a whimsic journey full of deceit murder and controversi with a side of wisecrack roommat the first season take place in with peggi carter have to balanc the routin offic work she doe for the strateg scientif reserv ssr in new york citi with secretli assist howard stark who find himself frame for suppli deadli weapon to enemi of the unit state carter is assist by stark butler edwin jarvi to find those respons and dispos of the weapon in the second season carter move from new york citi to lo angel to deal with the threat of the new atom age by the secret empir in the aftermath of world war ii gain new friend a new home and a potenti new love interest marvel agent carter star captain america hayley atwel follow the stori of peggi carter it and peac ha dealt peggi carter a seriou blow as she find herself margin when the men return home from fight abroad work for the covert ssr strateg scientif reserv peggi must balanc do administr work and go on secret mission for howard stark all while tri to navig life as a singl woman in america in the wake of lose the love of her lifestev roger inspir by the featur film captain america the first aveng and captain america the winter soldier along with the short marvel oneshot agent carter,"2015, 2016",8.0,,65593.0,42,"Hayley Atwell, James D'Arcy, Enver Gjokaj, Chad Michael Murray"
290,290,star wars rebels,anim action adventur,a brave and clever ragtag starship crew stand up against the evil empir as it tighten it grip on the galaxi and hunt down the last of the jedi knightsa brave and clever ragtag starship crew stand up against the evil empir as it tighten it grip on the galaxi and hunt down the last of the jedi knight an anim televis seri set between the event of star war episod iii reveng of the sith and star war episod iv a new hope thi show take place in a time where the empir is secur it grip on the galaxi and hunt down the last of the jedi knight as a fledgl rebellion against the empir is take shape,"2014, 2018",8.0,,21894.0,22,"Taylor Gray, Dave Filoni, Vanessa Marshall, Freddie Prinze Jr."
291,291,the affair,drama,a struggl novelist and a young waitress strike up an extramarit relationship that promis to forev chang the cours of their livesa struggl novelist and a young waitress strike up an extramarit relationship that promis to forev chang the cours of their live at onc deepli observ and intriguingli elus the affair explor the emot effect of an extramarit relationship noah is a new york citi schoolteach and bud novelist with a wife of twenti year and four children alison is a young waitress and wife from montauk at the end of long island tri to piec her life back togeth in the wake of a tragedi the provoc drama unfold separ from multipl perspect use the distinct memori bias of each charact to tell the stori creat by sarah treem,2014,8.0,,32905.0,60,"Dominic West, Ruth Wilson, Maura Tierney, Julia Goldani Telles"
292,292,almost human,action crime drama,in a notsodist futur a human cop and an android partner up to protect and servein a notsodist futur a human cop and an android partner up to protect and serv is friendship between a human and an android even possibl when a polic detect john kennex get a new partner an android of a drn model or dorian he never thought it wa possibl to becom a friend with a humanlik walk machin could he be wrong almost human is an actionpack polic drama set year in the futur when polic offic are partner with highli evolv humanlik android the year is meet john kennex a cop who surviv one of the most catastroph attack ever made against the polic depart after wake up from a month coma he cant rememb much except that hi partner wa kill hi girlfriend anna moor left him after the attack and he lost one of hi leg and is now outfit with a highli sophist synthet appendag suffer from depress mental atrophi traumaonset ocd ptsd and the psycholog reject of hi synthet bodi part john return to work at the behest of longtim alli captain sandra maldonado by mandat everi cop must partner with a robot and despit hi passion avers to android john is pair up with a battlereadi mx but he abruptli termin hi partnership after the robot discov incrimin inform about him so technician rudi lom introduc john to dorian a discontinu android with unexpect emot respons although such respons were deem flaw it is in these flaw that john relat to dorian most after all john is partmachin now and dorian is parthuman john and dorian understand of each other not onli complement them it connect them as he adjust to work with hi new partner john also must learn to get along with hi new colleagu includ the eager and somewhat starstruck detect valeri stahl and the distrust detect richard paul who doe not welcom john back with open arm almost human will follow the weektoweek mission of john and dorian as they fight crime across thi futurist landscap while the mysteri surround hi attack and the larger mytholog of thi new world unfold,"2013, 2014",8.0,,45346.0,60,"Karl Urban, Michael Ealy, Minka Kelly, Mackenzie Crook"
293,293,jessica jones,action crime drama,follow the tragic end of her brief superhero career jessica jone tri to rebuild her life as a privat investig deal with case involv peopl with remark abil in new york cityfollow the tragic end of her brief superhero career jessica jone tri to rebuild her life as a privat investig deal with case involv peopl with remark abil in new york citi ever sinc her shortliv stint as a superhero end in tragedi jessica jone ha been rebuild her person life and career as a hottemp sardon privat detect in hell kitchen new york citi plagu by selfloath and a wick case of ptsd jessica battl demon from within and without use her extraordinari abil as an unlik champion for those in need especi if theyr will to cut her a check,"2015, 2019",8.0,,171118.0,56,"Krysten Ritter, Rachael Taylor, Eka Darville, Carrie-Anne Moss"
294,294,da vinci's demons,adventur biographi drama,follow leonardo da vinci dure hi earli day in florenc as a young artist inventor and dreamer tri to chang the futurefollow leonardo da vinci dure hi earli day in florenc as a young artist inventor and dreamer tri to chang the futur written by david s goyer the seri follow the untold stori of leonardo da vinci the geniu dure hi earli year in renaiss florenc as a year old artist inventor swordsman lover dreamer and idealist he struggl to live within the confin of hi own realiti and time as he begin to not onli see the futur but invent it in a world where thought and faith are control one man fight to set knowledg free the secret histori of leonardo da vinci tantal life reveal a portrait of a young man tortur by a gift of superhuman geniu he is a heret intent on expos the lie of religion an insurg seek to subvert an elitist societi a bastard son who yearn for legitimaci with hi father he find himself in the midst of a storm that ha been brew for centuri a conflict between truth and lie religion and reason past and futur hi aspir are use against him by the oppos forc of the timelur him into a game of seduct where those who despis hi intellect need him most leonardo must take up the fight against foe who use histori to suppress the truth a hero arm onli with geniu da vinci stand alon against the dark within and the dark without face an uncertain futur hi quest for knowledg nearli becom hi undo as he explor the fring of hi own saniti da vinci throw himself into hi geniu and emerg as an unstopp forc that lift an entir era out of dark and propel it into light hi stori becom a mirror into our own world call us all to join hi fight to free the futur in a world where men seek to hide histori and truth a few good men seek to unravel it and give knowledg unto the peopl thi stori follow leonardo da vinci dure hi earli year as a master painter and inventor as da vinci tri to make a live with hi work he make an astonish discoveri a discoveri that will chang the cours of hi life forev,"2013, 2015",8.0,,69527.0,59,"Tom Riley, Gregg Chillin, Eros Vlahos, Laura Haddock"
295,295,lilyhammer,comedi crime drama,a new york mobster goe into hide in rural lillehamm in norway after testifi against hi former associ,,,,,,
296,296,american gods,drama fantasi mysteri,a recent releas exconvict name shadow meet a mysteri man who call himself wednesday and who know more than he first seem to about shadow life and pasta recent releas exconvict name shadow meet a mysteri man who call himself wednesday and who know more than he first seem to about shadow life and past shadow is a man with a past but now he want noth more than to live a quiet life with hi wife and stay out of troubl until he learn that she been kill in a terribl accid fli home for the funer as a violent storm rock the plane he is greet by a strang man in the seat next to him the man call himself mr wednesday and he know more about shadow than is possibl he warn shadow that a far bigger storm is come and from that moment on noth will ever be the same shadow an inmat to be releas is inform that hi wife ha been involv in an accid and wa kill also learn that she wa involv in an affair with hi best friend on hi way home he offer a job by a stranger on the plane american god follow shadow moon a man serv three year in prison who is given an earli releas shadow moon is hire as mr wednesday bodyguard and find himself in a hidden world where a battl is brew between the old god and the new god after learn hi wife wa kill in a carcrash exconvict shadow moon find himself under the employ of the elus man known as mr wednesday unknown to shadow a war is brew in america between the old god and the new god and he about to end up right in the middl of that chao wednesday is hold mani secret from shadow even as the world around the exconvict start make less and less sens the battl for the god of tomorrow ha just begun,2017,8.0,,59355.0,60,"Ricky Whittle, Emily Browning, Yetide Badaki, Pablo Schreiber"
297,297,13 reasons why,drama mysteri,follow teenag clay jensen in hi quest to uncov the stori behind hi classmat and crush hannah and her decis to end her lifefollow teenag clay jensen in hi quest to uncov the stori behind hi classmat and crush hannah and her decis to end her life thirteen reason whi base on the bestsel book by jay asher follow teenag clay jensen dylan minnett as he return home from school to find a mysteri box with hi name on it lie on hi porch insid he discov a group of cassett tape record by hannah baker katherin langford hi classmat and crushwho tragic commit suicid two week earlier on tape hannah unfold an emot audio diari detail the thirteen reason whi she decid to end her life through hannah and clay dual narr thirteen reason whi weav an intric and heartrend stori of confus and desper that will deepli affect viewer clay jensen return home from school one day to find a mysteri box with hi name on it outsid hi front door insid he discov a seri of cassett tape record by hannah baker hi classmat and crush onli she commit suicid two week earlier on the first tape hannah explain that there are thirteen reason whi she did what she did and clay is one of them you cant stop the futur you cant rewind the past the onli way to learn the secret is to press play reason whi is base on the new york time bestsel ya book by jay asher wa creat by pulitz prize and toni award winner brian yorkey who also wrote the pilot reason whi is the stori of hannah baker a high schooler who commit suicid clay receiv a box of tape from hannah hi late classmat and crush after she kill herself on the tape which get pass along to other student base on hannah instruct hannah reveal the reason whi she took her own life the record of a girl name hannah baker who commit suicid help her lover clay jensen uncov the stori behind her suicid and confront each and everi singl of the culprit who lead her to commit suicid the stori is a dark rout of a girl who face unfaith behavior of the peopl from her new resident school and so call friend,2017,8.0,,206908.0,60,"Dylan Minnette, Katherine Langford, Christian Navarro, Alisha Boe"
298,298,raising hope,comedi famili,jimmi becom a singl parent to an infant after the mother he had a onenight stand with end up on death rowjimmi becom a singl parent to an infant after the mother he had a onenight stand with end up on death row,"2010, 2014",8.0,,33257.0,22,"Lucas Neff, Martha Plimpton, Garret Dillahunt, Shannon Woodward"
299,299,how to make it in america,comedi drama,a group of someth live in new york citi ben and cameron work on start a fashion compani while enjoy their live in the greatest citi in the worlda group of someth live in new york citi ben and cameron work on start a fashion compani while enjoy their live in the greatest citi in the world,"2010, 2011",8.0,,14309.0,30,"Bryan Greenberg, Victor Rasuk, Lake Bell, Eddie Kaye Thomas"
300,300,lie to me,crime drama mysteri,about cal lightman the world lead decept expert who studi facial express and involuntari bodi languag to expos the truth behind the liesabout cal lightman the world lead decept expert who studi facial express and involuntari bodi languag to expos the truth behind the lie dr cal lightman teach a cours in bodi languag and make an honest fortun exploit it he employ by variou public author in variou investig do more when the polic etc fail to go the extra mile so he can afford to constitut a team of hi own which like client and other ha to put up with hi mindgam dr cal lightman is the world lead expert on decept he becam so by studi micro express bodi languag and behavior psycholog all combin with hi acut deduct reason skill with the help of hi partner and best friend dr gillian foster a behavior psychologist lightman creat the lightman group a consult firm hire by all kind of client and author includ fbi and other secret servic look to get the truth out of differ type of individu lightman and hi staff will often conduct full investig mani time to the annoy of their client,"2009, 2011",8.0,,103042.0,43,"Tim Roth, Kelli Williams, Brendan Hines, Monica Raymund"
301,301,phineas and ferb,anim action comedi,phinea and ferb invent scheme and stay one step ahead of their bratti sister meanwhil their pet platypu plot against evil dr doofenshmirtzphinea and ferb invent scheme and stay one step ahead of their bratti sister meanwhil their pet platypu plot against evil dr doofenshmirtz phinea and ferb backyard is the neighborhood hotspot for all of their cool invent meanwhil their elder sister candac is obsess with bust her brother for all the invent to her mom onc and for all simultan their secretag pet platypu foul the evil scheme and plan of dr heinz doofenshmirtz an anim comedi about two stepbroth who find invent thing to do on each day of their summer vacat such as build a roller coaster out of materi you would find in your everyday home like popsicl stick indoor plumb etc unbeknownst to them their pet platypu perri lead a doubl life as a secret agent,"2007, 2015",8.0,,27852.0,15,"Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Dan Povenmire"
302,302,burn notice,action crime drama,a spi recent disavow by the us govern use hi special op train to help other in troublea spi recent disavow by the us govern use hi special op train to help other in troubl michael westen a season us spi is suddenli burn ie discredit without ani form of procedur he surviv by do imposs job for desper peopl in miami where hi mother live michael is usual aid by hi exgirlfriend fiona and trust former fbi inform sam profession spi dont just get fire like regular peopl instead they get burn and when you are burn your expos and left with absolut noth to your name no cash no credit no credit score no job histori and your stuck in whatev citi the agenc decid to leav you in michael westen is one such spi he wa burn and decid to take hi reveng on the peopl who burn him but in order to do so he decid he cannot do thi alon so he team up with peopl from hi past hi former partner sam axe an exnavi seal who use to rat on him to the fbi and more than enjoy a good cocktail or two and hi on again off again exgirlfriend fiona glenann who enjoy explos and firearm as much as fashion and yogurt togeth they take on case that help individu throughout the citi of miami while michael put togeth the piec of the puzzl about the peopl that burn him and they will need lot of yogurt and c in order to do so,"2007, 2013",8.0,,64349.0,44,"Jeffrey Donovan, Gabrielle Anwar, Bruce Campbell, Sharon Gless"
303,303,jericho,action drama mysteri,a small town in kansa is liter left in the dark after see a mushroom cloud over nearbi denver colorado the townspeopl struggl to find answer about the blast and solut on how to survivea small town in kansa is liter left in the dark after see a mushroom cloud over nearbi denver colorado the townspeopl struggl to find answer about the blast and solut on how to surviv jericho is a drama about what happen in the aftermath of a nuclear explos in the onc peac town of jericho follow the battl with new bern the citizen of jericho begin reconstruct effort to restor the town power and commun with the outsid world as the countri new leader the cheyenn govern attempt to establish their stronghold in the region jericho citizen becom suspici of their new leader and question whi their commun is so import to thi newli form govern,"2006, 2008",8.0,,51533.0,45,"Skeet Ulrich, Lennie James, Ashley Scott, Kenneth Mitchell"
304,304,weeds,comedi crime drama,when a suburban mother turn to deal marijuana in order to maintain her privileg lifestyl after her husband die she find out just how addict her entir neighborhood alreadi iswhen a suburban mother turn to deal marijuana in order to maintain her privileg lifestyl after her husband die she find out just how addict her entir neighborhood alreadi is after her husband unexpect death and subsequ financi woe suburban mom nanci botwin marylouis parker embrac a new profess the neighborhood marijuana dealer as it seem like everyon secretli want what she sell even citi councilman doug wilson kevin nealon nanci is face with keep her famili life in check and her enterpris a secret from her neighbor pseudofriend and pta presid celia hode elizabeth perkin when her husband judah die of a sudden heart attack while out with hi tenyearold son shane nanci botwin find herself in a financi crisi with no other option avail to her she turn to conrad shepard and hi famili to sell cannabi use a fake bakeri to move the good aid by her wayward blacksheep brotherinlaw andi judah younger brother she struggl to keep her new mean of billsolv secret from suspici pta member and her nosi neighbor as well as from her children shane and hi teenag brother sila cope without judah as the patriarch of the famili reflect in the botwin especi shane who is go through the pain process of grow up without hi dad with andi as the reluct and rather poor substitut for fatherandson topic that go with grow up,"2005, 2012",8.0,,96753.0,28,"Mary-Louise Parker, Hunter Parrish, Alexander Gould, Kevin Nealon"
305,305,da ali g show,comedi talkshow,comedian sacha baron cohen appear as ali g a rapperwannab from stain ali g ha hi own tv show where he interview peopl on seriou subject theyr not awar that ali g is just a see full summari comedian sacha baron cohen appear as ali g a rapperwannab from stain ali g ha hi own tv show where he interview peopl on seriou subject theyr not awar that ali g is just a charact and theyr be set up as part of a comedi act cohen also appear in two other guis as borat a kazakhstani report and bruno a gay austrian fashionista hilar ensu an ignor wannabejamaican british bboy an antisemit misogynist but friendli kazakhstani televis report and a homosexu austrian fashonistaal play by sacha baron cohenconduct interview on unsuspect american who includ promin pundit in the polit system and celebr that reveal deepli hidden prejudic and challeng social more within american societi,"2003, 2004",8.0,,12441.0,30,"Sacha Baron Cohen, Charles Dicagno, James Baker III, Marlin Fitzwater"
306,306,monk,comedi crime drama,adrian monk is a brilliant san francisco detect whose obsess compuls disord just happen to get in the wayadrian monk is a brilliant san francisco detect whose obsess compuls disord just happen to get in the way after the unsolv murder of hi wife adrian monk develop obsessivecompuls disord which includ hi terror of germ and contamin hi condit cost him hi job as a promin homicid detect in the san francisco polic depart but he continu to solv crime with the help of hi assist and hi former boss former polic detect adrian monk toni shalhoub ha suffer from intensifi obsess compuls disord and a varieti of phobia sinc the murder of hi wife trudi in despit hi photograph memori and hi amaz abil to piec tini clue togeth he is now on psychiatr leav from the san francisco polic depart aid by hi friend and practic nurs sharona fleme bitti schram monk work as a freelanc detectiveconsult hope to convinc hi former boss captain stottlemey ted levin to allow him to return to the forc stottlemey waver between admir for monk and annoy at hi eccentr moreov he harbor seriou doubt about the wisdom of allow monk to carri a gun stottlemey secondincommand lieuten disher jason graystanford also ha hi doubt about monk but seem to be develop a reluct admir for the defect detect detect adrian monk use to have a minor case of obsessivecompuls disord then the murder of hi wife and hi inabl to solv the case exacerb hi condit to the point where he find it imposs to function in societi without assist he hire sharona fleme a nurs and singl mother as hi person assist as well as hi watson for when he investig case the polic cant solv to pay the bill after three season sharona got tire of the frustrat job and remarri her husband monk new assist is natali teeger whose loss of her own partner allow her a deeper bond with him than sharona could ever have,"2002, 2009",8.0,,58713.0,44,"Tony Shalhoub, Jason Gray-Stanford, Ted Levine, Traylor Howard"
307,307,undeclared,comedi,colleg freshman steve karp hi girlfriend and their fellow dormmat embark on one the greatest experi of their live unfortun for steve hi lone and recent divorc father is tag along for the ridecolleg freshman steve karp hi girlfriend and their fellow dormmat embark on one the greatest experi of their live unfortun for steve hi lone and recent divorc father is tag along for the ride misadventur of colleg freshman steven karp hi fellow freshman and first ever girlfriend lizzi exley steven selfconfid sophist woman british colleg roommat lloyd hayth lizzi endear colleg roommat with a wild side rachel lindquist steven chubbi happygolucki colleg roommat ron garner steven weird colleg roommat marshal nesbitt lizzi love but obsess ex boyfriend eric and steven sympathet geeki dad who just been dump by steven mom which trigger hi midlif crisi,"2001, 2003",8.0,,15702.0,22,"Jay Baruchel, Carla Gallo, Charlie Hunnam, Monica Keena"
308,308,malcolm in the middle,comedi famili,a gift young teen tri to surviv life with hi dimwit dysfunct familya gift young teen tri to surviv life with hi dimwit dysfunct famili an offbeat laugh tracklack sitcom about a bizarr dysfunct famili the center of which is malcolm the middl of the two brother who still live at home hi eldest and favorit sibl franci board at militari school becaus hi parent believ it will reform him and keep him out of troubl malcolm often ha a hard time cope with hi famili life but he ha more troubl to contend with when he start receiv special treatment at school after be diagnos as an intellectu advanc geniu malcolm in the middl follow a dysfunct famili in an anonym locat the famili is head by superstress supermom loi and eccentr childatheart hal the eldest son franci onc a wild youth now live on a ranch with hi wife piama next in line is dimwit nerdowel reec second youngest emerg geniu and evil mind in the make dewey and babi jami alreadi a troublemak is the youngest smack in the middl is malcolm a moodi certifi geniu who seem to be the onli hope hi famili ha sinc hi discoveri at the age of eleven malcolm ha been hi own worst enemi though hell tell you that hi famili is hi worst enemi,"2000, 2006",8.0,,108005.0,22,"Frankie Muniz, Bryan Cranston, Justin Berfield, Erik Per Sullivan"
309,309,law & order: special victims unit,crime drama mysteri,the special victim unit a special train squad of detect in the nypd investig sexual relat crimesth special victim unit a special train squad of detect in the nypd investig sexual relat crime in the crimin justic system sexual base offens are consid especi heinou in new york citi the dedic detect who investig these viciou feloni are member of an elit squad known as the special victim unit these are their stori thi show delv into the dark side of the new york underworld as the detect of a new elit forc the special victim unit investig and prosecut variou sexual orient crime while tri to balanc the effect of the investig on their own live,1999,8.0,,68069.0,60,"Mariska Hargitay, Christopher Meloni, Ice-T, Dann Florek"
310,310,angel,action drama fantasi,the vampir angel curs with a soul move to lo angel and aid peopl with supernaturalrel problem while quest for hi own redemptiona deactiv femal cyborg is reviv but cannot rememb anyth of her past life and goe on a quest to find out who she is alita is a creation from an age of despair found by the mysteri dr ido while troll for cyborg part alita becom a lethal danger be she cannot rememb who she is or where she came from but to dr ido the truth is all too clear she is the one be who can break the cycl of death and destruct left behind from tiphar but to accomplish her true purpos she must fight and kill and that is where alita true signific come to bear she is an angel from heaven she is an angel of death set in the th centuri the stori take place year after a societ collaps caus by a major war in that societi it a technolog dark age follow a pinnacl of achiev far beyond where we are right now cyborg technolog is a way of life peopl are augment a lot as worker so be a cyborg is not unusu the main charact is a cyborg she ha an organ human brain and she look like she about fourteen year old she ha a complet artifici bodi and she lost her memori she is found in a wreckag and reconstitut by a cybersurgeon who becom her surrog father when alita rosa salazar awaken with no memori of who she is in a futur world she doe not recogn she is taken in by ido christoph waltz a compassion doctor who realiz that somewher in thi abandon cyborg shell is the heart and soul of a young woman with an extraordinari past as alita learn to navig her new life and the treacher street of iron citi ido tri to shield her from her mysteri histori while her streetsmart new friend hugo keean johnson offer instead to help trigger her memori but it is onli when the deadli and corrupt forc that run the citi come after alita that she discov a clue to her past she ha uniqu fight abil that those in power will stop at noth to control if she can stay out of their grasp she could be the key to save her friend her famili and the world she grown to love,2019,7.6,,83252.0,122,"Robert Rodriguez, Rosa Salazar, Christoph Waltz, Jennifer Connelly, Mahershala Ali"
311,311,rocko's modern life,anim comedi famili,the wacki misadventur of an australian wallabi and hi friend as he finish hi transit to american lifeth wacki misadventur of an australian wallabi and hi friend as he finish hi transit to american life rocko is a wallabi who ha emmigr to america from australia he live in o town and tri to get through life but of cours come across a multitud of dilemma and misadventur he must get through other charact includ rocko best friend heffer a steer who ha been rais by wolv filbert an easili upset turtl and ed bighead who detest rocko and hate have him for a next door neighbor on thi show rocko ha such adventur as tri to adapt to a new vacuum cleaner have heffer move in temporarili after hi parent kick him out and go to a movi theater rocko is a wallabi who ha move from hi nativ australia to the unit state but life in the unit state isnt as idyl as he had hope it would be for he is surround by annoy neighbor ton of laundri and life issu in gener by rocko side to help him over the obstacl and through the challeng life throw at him are hi best friend heffer a dimwit bovin hi canin companion spunki and hi neurot buddi filburt,"1993, 1996",8.0,,17159.0,30,"Carlos Alazraqui, Tom Kenny, Charlie Adler, Mr. Lawrence"
312,312,tales from the crypt,comedi crime fantasi,tale of horror base on the gruesom ec comic book of the s present by the legendari crypt keeper a sinist ghoul obsess with gallow humor and horrif punstal of horror base on the gruesom ec comic book of the s present by the legendari crypt keeper a sinist ghoul obsess with gallow humor and horrif pun halfhour stori with mani theme includ horror twist blackmag scifi introduc by a puppet call the crypt keeper a cross between the twilight zone and modern horror movi not suitabl for the veri young or squeamish,"1989, 1996",8.0,,19024.0,25,"John Kassir, Roy Brocksmith, Miguel Ferrer, Cam Clarke"
