,Unnamed: 0.1,Title,Genre,Network,Summary,Year,Rating,Metascore,Votes,Runtime,Actors
837,837,the equator man,melodrama,KBS2,a typic mellow stori about two men with boil passion who fight against their destinykim sun woo uhm tae woong wa sent to the orphanag after hi father wa kill hi childhood best friend lee jang il lee joon hyuk wa born in a poor famili but eventu work hi way up and becam a prosecutor howev hi thirst for success lead him to betray sun woo confront hi intens sun woo turn himself into a success businessmanthi drama also known as the male version of women of the sun,,,,,,
838,838,fashion king,romant,SBS,thi drama tell the stori about a young aspir design kang young gul yoo ah in who have noth and start hi fashion busi as a vendor on dongdaemun market he ha never had ani goal or dream for a bright futur until he meet lee ga young shin se kyung who lose both parent in an accid at a young age and she grow up into a smart determin young woman with a natur talent for design and then they make a big hit on fashion industri onto world class designersjung jae hyuk lee je hoon is a secondgener chaebol to a larg enterpris that cover construct distribut and fashion choi anna kwon yu ri who come to work under a top intern renown designermain a teenag boy decid to chang hi style in order to get hi high school crush to notic him the main charact ha alway been bulli by hi classmat until one day hi famili move at the new school he can start over and end up especi fond of fashion he start learn about fashion from a guy who sell fake cloth brand after accident buy one himself as hi popular grow due to hi fashion the fashion king of the school take notic throughout the movi they go head to head as the underdog rise to dethron the spoil rich kid,2014,5.3,,245.0,114,"Ki-hwan Oh, Joo Won, Jae-Hyun Ahn, Sulli Choi, Se-young Park"
839,839,the strongest k-pop survival,music romant,Channel A,thi drama is about the stori that surround the idol starskang woo hyun park yoo hwan is a leader of the group m captiv fan with hi kill smileji seung yeon go eun ah dream of turn into a legend of the hiphop she ha to dress up like a man to join a men s idol groupkang chang min kevin think that the world turn around it and dream of be a soloist of balladsri ah kim eun jung is a great celebr that repres the whole nation,,,,,,
840,840,hero,comedi,,hero is the stori of korea s top report and ordinari citizen fight against the societi elit s abus of power jin do hyuk is a clever and talent report who end up live a life of reckless and despair when the woman he love die he later decid to start a new life by help other victim of societi s crime becom a modern hero who battl against the nonethicalwhen kang bok soo wa a high school student he wa fals accus of commit violenc and kick out of school thi wa caus by hi first love son soo jung and a male student oh se ho kang bok soo is a now an adult but hi life ha not gone smoothli to get reveng on son soo jung and oh se ho he return to the same high school as a student the environ at the school ha chang and kang bok soo get involv in unexpect case,2018,5.6,,146.0,,"Joel Roberts, Ho-jin Chun, Hyo-Seob Eom, Bo-ah Jo"
841,841,immortal classic,drama,Channel A,a kimchi drama that is be attempt at for the first time in the countri about a fight over the posit for the greatest cook and the greatest cook assistanta secret recip book for make great kimche ha been pass down from gener to gener in the same famili for hundr of year the current protector of the recip park gye hyang is the nation cultur asset for cook in korea,2012,7.0,,13.0,75,"Jae-Suk Han, Du-shim Ko, Park Sun Young"
842,842,dummy mommy,famili comedi,SBS,dummi mommi is a stori about a tale of love conflict and reconcili between three women of differ generationskim young joo kim hyun joo a geniu with an iq of and the youngest editor of a lead fashion magazin is constantli embarrass by her dimwit mother who ha an iq of asham of her mother s intellectu disabl and suffoc by her affect young joo run away to get marri and leav her mother behind young joo in turn give birth to her own daughter and find herself in a differ posit,,,,,,
843,843,21st century family,famili comedi,tvN,thi drama tell the real stori of korean famili who live in st centuri,,,,,,
844,844,the shining hour in life,famili,KBS2,a stori about a girl who ha to care for her sister who is sick with leukemiamain,,,,,,
845,845,can love become money,romant,MBN,thi drama is about a young ceo ma in tak yun jung hoon who consid money is the most import thing in hi life he calcul everyth in term of money and hi success ha also earn him the reput of be a tyrantth ceo find himself entangl in a strang conspiraci due to hi obsess with money and after that he found someth which is more import than moneyit look like we dont have ani plot summari for thi titl yet be the first to contribut just click the edit page button at the bottom of the page or learn more in the plot summari submiss guid,2012,6.6,,18.0,,"Jeong-hun Yeon, Ji-won Uhm, Bit-na Wang, Yeon Woo Jo"
846,846,a wife’s credentials,melodrama,jTBC,is thi the life that you are meant to live seo rae kim hee ae is marri to sang jin jang hyun sung a driven report for a broadcast compani seo rae ha been a duti housewif a humbl daughterinlaw to sang jin parent and a devot mother to her son gyul lim je no who until recent ha been a sickli child but there is someth that is miss from seo rae life,2012,,,,67,"Han-Na Lee, Julia Lim"
847,847,ordinary love,romant,KBS2,han jae gwang yun woo jin is a tour writer he approach kim yoon hye yoo da in the daughter of a man who kill hi older brother howev they fall in love each other after thateun jin ha been unlucki in her six relationship with her seventh man she is determin to make it work even if he is a bit awkward and unromant but is he hide someth,2014,6.5,,82.0,93,"Kwon Lee, Kyeong-sook Jo, Ye-won Kang, Hyun Jun Kim, Yeong-Seon Kim"
848,848,yellow boots,melodrama,tvN,thi drama is about the reveng of a woman who lost everyth becaus of fake accusationseo yeon hwa lee yoo ri is a nice girl who her life is turn down by her stepsist becaus be frame as a murder choi kang wook jung chan who grew up abroad and live in loneli becaus of hidden famili problem he fell piti for seo yeon hwa and help her ha yun jae hyun woo sung is seo yeon hwa s first love but they becom enemi becaus of some reason,,,,,,
849,849,i need a fairy,comedi,KBS2,i need a fairi will be a comprehens descript of korean women love and desir thi drama to be known as korean version of sex and the citi two beauti angel fall from the heaven and becom a mother and daughter thi sitcom show how they deal with their new life,,,,,,
850,850,unexpected you,famili,KBS2,thi drama tell the stori of tv drama director yoon hee kim nam joo and surgeon gwi nam yoo joon sang after they get marri but meet her unbeliev motherinlaw yoon yeo jungthi drama tell the stori of a tv seri director cha yoon hee and a surgeon bang gwi nam after they get marri thing get complic when yoon hee meet her unreason motherinlaw,2012,7.0,,24.0,,"Nam-ju Kim, Joon-Sang Yoo, Yong Jang, Kyung Jin"
851,851,twelve men in a year,romant,tvN,thi drama is about mi roo a year old ordinari staff writer for the magazineth drama tell the stori how she fail to deliv a column of magazin and then she decid to start a date column by date with twelv men for each astrolog sign in the calendarit look like we dont have ani plot summari for thi titl yet be the first to contribut just click the edit page button at the bottom of the page or learn more in the plot summari submiss guid,2012,7.3,,20.0,,"Geu-rin Bae, Su-rin Choi, Julien Kang, Da-hyun Kim"
852,852,syndrome,thriller medic,jTBC,syndrom is a medic thriller drama set in the neurosurgeri departmentsa famili of surgeon with complic tie perch at the top of the hospit hierarchi with son cha yeo wook decid to follow in hi parent footstep by becom a neurosurgeon lee hae jo han hye jin is a talent intern who join the depart despit have a less priviledg background than cha yeo wook song chang ui and the two develop a bicker friendship while the mysteri doctor kang eun hyun park gun hyung also show an interest in hae jothre teen are sent on a mission to fix damag where a video game and a real world collid,"2001, 2005",4.7,,10.0,,"Christine M. Auten, Greg Ayres, Moon Ja Choi, Won Hyung Choi"
853,853,little girl detective,comedi,KBS2,thi drama special is about a passion policeman choi tae pyung kim joo young and an illtemp geniu girl park hae sol nam ji hyun who reveal the truth of her father s deathwhen a report get hi hand on a wiretap tape that could derail a power polit candid with tie to a shadowi organ he plan to reveal the truth to the nation but park won jae kim hyun kyoon is kill and the tape disappear,2012,,,,70,"Joo-Young Kim, Min-woo Lee, Ji-Hyun Nam"
854,854,god of war,histor,MBC,thi drama is a about a man who wa born to the slave class dure the goryeo dynasti overrul the feudalist govern that had been in power for over year and becom the most power man in the countri,,,,,,
855,855,operation proposal,timetravel romant fantasi,CSTV,the drama ha theme of timetravel and is basic about a charact who get to travel back in time to protect hi first lovekang baek ho yoo seung ho and ham yi seul park eun bin have been best friend sinc they met first time at the age of they attend the same elementari school middl school and high school after they graduat from colleg and went on to work in differ field they have remain best friendson februari yi seul get marri to jin won lee hyun jin a high school basebal coach baek ho play for dure the wed baek ho is overcom with regret for never express hi true feel to yi seul even though he ha had yearsyi seul s mother then ask baek ho to carri yi seul s stuff to jin won s car while carri the box baek ho drop a box and discov a letter the envelop is address to baek ho from yi seul baek ho slip the envelop into hi jacket after the wed baek ho walk over to a nearbi playground baek ho sit on a swing and begin to read the letter the letter wa written after they graduat from middl school yi seul write that she felt baek ho wa a special person from the first time they met and she ha like him sinc baek ho feel is overcom with hi emot and wail uncontrollablya man kim tae hoon walk over and hand him a handkerchief the man introduc himself as a time coordin he state that he can control time and space baek ho at first think the guy is nut but with just a hand gestur the man make everyon on the playground freez baek ho ask the man what he want from him and the man turn hi question around to ask more importantli what do you want from me baek ho tell the man that he want to go back in time to chang hi present situationth next moment baek ho find himself in hi room with the time conductor the man give him a small bottl of liquid and then he disappear baek ho look at some old pictur taken with ye seul and notic how sad she look he decid that he want to make her happi baek ho then drink the liquid kang baek ho realiz that he is in love with hi best friend ham yi seul on the day of her wed to anoth man he travel back in time to variou event of their live hope to chang the outcom of their relationship will baek ho be abl to chang the cours of their futur,2012,6.8,,90.0,,"Seung-ho Yoo, Eun-bin Park, Kyung-pyo Go, Ye-Won Kim"
856,856,korean peninsula,war action romant polit,CSTV,a blockbust polit drama base on a reunifi korean peninsula about the power fight over the countri s natur resourcesseo myungjoon is a south korean scientist who fall in love with north korean scientist im jinja while develop an altern energi sourc togeth but when myungjoon unexpectedli becom the presid of a reunifi korea polit tension rise as a massiv struggl for limit natur resourc continu to divid the countri,2012,6.5,,24.0,60,"Jung-min Hwang, Seong-mo Jeong, Jeong-eun Kim, Hee-Sung Kwak"
857,857,feast of the gods,comedi romant,MBC,a drama about korean cuisineset within the backdrop of a tradit royal cuisin restaur name arirang feast of the god depict how two women grow as chef through competit with each otherset within the backdrop of a tradit royal cuisin restaur name arirang two women grow as chef through competit with each other either in love or life,2012,7.3,,26.0,,"In-hwa Jeon, Hye-seon Jeong, Bo-yeon Kim, Sang-uk Joo"
858,858,dream high ,comedi music romant school,KBS2,dream high season will follow idol star head out to find their hope and dream thi drama will deal with new student instead of the first batch studentkirin high school of art ha been taken over by oz entertain becaus of financi bankruptci oz entertain then transfer over it own idol star to kirin high to avoid a law requir under age entertain to studi for a set time competit then brew between troubl student at kirin high school of art and then newli transfer idol from oz entertainmentshin hye sung kang so ra enter kirin high school of art with a high written exam score but poor perform score she then meet fellow student jin yoo jin jin woon and jb who make her realiz how fun music can be jin yoo jin act when he wa a child now he is a troubl student dream of becom a rock star he attempt to cure hi pain caus by hi parent s divorc through musicdream high tell the stori of six student at kirin art high school who work to achiev their dream of becom music star in the korean music industri go hye mi is a student who sing classic music but ha to give up her dream by enter kirin art high school to pay off her father debt howev she need to get two other student to also come to the school in order for her to enrol in the school condit,2011,7.7,,1762.0,,"Jin-young Park, Suzy Bae, Iu, Jin-woon Jung"
859,859,shut up flower boy band,drama children romant,tvN,thi is a stori about a high school rock band and how they deal with friendship love and their passion for musicshut up flower boy band is a gritti underdog stori with heart eye candi is an underground rock band of high school boy when they transfer to the elit high school they begin a journey to find their place in the music world shut up flower boy band is a gritti moodi friendshiprich underdog stori with heart the underground rock band eye candi compris high school boy when the band member transfer to the elit jungsang high school their journey to find their place in the music world begin along the way each band member explor what the band mean to them what their friendship mean and eventu what is their life passion,2012,8.0,,382.0,,"Jun Sung, Ui-chul Jung, Bo-ah Jo, Myung-Soo Kim"
860,860,salamander guru and the gang,comedi,SBS,geniu hacker with social phobia min hyuk whose father is a comput geniu play with a comput like a toy from when he wa littl he grew up learn hack skill through hi dad who wa termin ill and ran an illeg gambl place for hi famili s futur after hi dad pass away min hyuk wa adopt abroad he immers himself in play with comput and got social phobia when he turn he return to korea and start chase the guy x who drove hi dad to death follow clue from hi memori he find salamand guru s fortun tell hous and meet sun dal and won sam to find salamand guru who know the secret of x min hyuk ha no choic but to help the fake guru with hi brain and excel hack skill min hyuk control sun dal behind a mirror and find code hi dad left by recal hi childhood memori one by one min hyuk who ha been secret with social phobia gradual becom more open while live with sun dal and won sama pair of common thiev and a young comput hacker run a fortunetel scam while help peopl with their person problem in their spare time,2012,6.8,,20.0,,"Minho Choi, Kim Gyu-Sun, Won-hee Im, Byung-joon Lee"
861,861,dad says i am sorry,famili,CSTV,a episod drama in celebr of establish gener servic channel chosun tvthi drama special air dure the lunar new year,,,,,,
862,862,i remember you,famili romant,SBS,a drama that revolv around the love and friendship of three high school friendsbrili crimin psychologist tri to solv murder case that seem to be link to one anoth and someth trigger a memori he himself thought hed lost forev when a serial killer strike women who all have a similar appear the polic depart special crime investig team is stump while cha ji an jang na ra an elit detect and her fellow colleagu are assess the latest crime scene the mysteri lee hyun seo in guk show up and instantli assess the trademark attribut of the killer hyun is a geniu crimin profil with a degre in crimin psycholog who receiv an anonym email that brought him to the crime scene all the way from the unit state the serial killer seem to be send a person messag to hyun with the clue he leav behind and hyun wonder if it could be relat to an escap crimin monster from hi childhood who kill hi father and wa respons for the disappear of hi younger brother ji an ha known hyun sinc childhood and is ecstat to see her childhood crush again but hyun doesnt seem to rememb her with no lead to captur the serial killer ji an and her colleagu solicit hyun help can hyun and ji an solv the case and find answer to their past,2015,7.8,,767.0,,"In-Guk Seo, Na-ra Jang, Bo-Gum Park, Won-young Choi"
863,863,glowing she,comedi romant,KBS-N,thi drama is about the event that happen in a broadcast companythi drama also focu on the love triangl between the three main charact kang min kim hyung jun a top star in the korean entertain busi who is a bit temperament no yong woo park kwang hyun a wellknown produc and jun ji hyun so yi hyun a newli mint scriptwrit,,,,,,
864,864,wild romance,comedi romant,KBS2,thi drama tell a love stori between a basebal player and a femal guard who is a former judo athletel at night in a karaok bar yoo eunja father see the red dreamer basebal player park mooyeol who he blame for ruin hi belov blue seagul chanc at the championship and get into a confront yoo eunja a bodyguard defend her father use her judo skill and throw park mooyeol to the ground when the red dreamer find out a video of the incid ha hit the internet they decid that to prevent the neg public they will hire yoo eunja to guard park mooyeol thi allow them to claim that the whole incid wa mere practic and not the latest in a string of offenc and embarrass by park mooyeol for the ploy to work under media attent howev yoo eunja must actual perform as expect in close attend to park mooyeol thu the stori play out with yoo eunja and park mooyeol battl not onli each other but a sinist stalker out to get the infam red dreamer star park mooyeol,2012,7.2,,201.0,,"Si-young Lee, Dong-Wook Lee, Kang Dong Ho, Tae-Hoon Jang"
865,865,the moon that embraces the sun,histor romant fantasi,MBC,the moon embrac the sun tell a love stori between king lee hwon and a femal shaman name wol wol wa born from a nobl famili and becam the crown princess but she wa entrap and face execut final she live as a shamanth stori of the secret love between lee hwon a fiction king of joseon and wol a femal shaman wol wa born as heo yeon woo the daughter of a nobl famili who won the love of the crown princ hwon her enemi jealou of her famili posit in court scheme against her wrestl away her right place as crown princess and nearli took her life year later an embitt hwon meet wol now a femal shaman with no recollect of her past,2012,8.1,,1216.0,,"Mi-seon Jeon, Mi-kyeong Yang, Eung-soo Kim, Eun-pyo Jeong"
866,866,"take care of us, captain",romant,SBS,the drama began film with locat shoot in australia and unfold around the charact growth career and romanc of those work at an airportkim yoon sung is the talent pilot of a passeng airlin who get saddl with a new copilot han da jin in her attempt to becom a pilotth pair get caught in a love triangl with kang dong soo who is an air traffic control at incheon intern airport with seven year of experi under hi belt he s prickli and cool but possess a cute play side that sometim crop uphan da jin is an inspir pilot who tragic lose both of her parent after graduat from a prestigi pilot school in the us she loos her faith in fli but find a reason to fli again to make her father proud kim yoon sung wa han da jin father student and becam a pilot under hi studi but after he tragic caus han da jin mother to die on the flight from korea to san francisco he lose faith in fli as well kim yoon sung find hi desir to fli again and turn out to be a success captain han da jin and kim yoon sung start to work togeth as captain and copilot but han da jin way to becom a success captain is not guarante as kim yoon sung want to teach her the basic from the start also on the way of han da jin success is kang dong soo a flight tower manag who first bring the not pretti side in han da jin,2012,6.9,,52.0,60,"Hye-Sun Ku, Jin-hee Ji, Seon Yu, Cheon-hee Lee"
867,867,salaryman,comedi melodrama,SBS,thi drama is base of the romanc of the three kingdom in set dark world of salaryman workersthi drama depict the trial and tribul of the averag salaryman from humbl begin to success thi drama portray the salaryman s loneli and isol struggl sorrow hope and success in a realist lighton night yoo bang lee bum soo enter a dark mysteri villa with noth but a flashlight onli to find an execut of the chunha medic group ho hae slouch in a chair dead and jin ho hae s niec yeo chi jung ryu won hide behind a curtain at ho hae s funer yoo bang and yeo chi are suddenli taken into custodi for hi murder we re taken three month into the past to reveal what led to thi murder and exactli who wa respons dure thi flashback we meet choi hang woo jung gyu woon a director from ho hae s rival pharmaceut compani who is undercov to steal the formula for their new drug and the chief research from chunha group cha woo hee hong soo hyun the live of these individu will all be intertwin within these three month to reveal exactli just who murder ho hae and whi sourcea episod korean tv melodrama center around the live and love of four peopl work their way up the corpor ladder,2012,7.5,,57.0,,"Beom-su Lee, Ryeowon Jung, Gyu-Woon Jung, Soo-hyun Hong"
868,868,amore mio,comedi mysteri,KBS2,amor mio mean my love or my belov in italian languagethi is a mysteri drama about mi rae who is about to get marri track down her father hae chang s past he s been hide when she learn about a small piec of clue,,,,,,
869,869,"www.koreandrama.org/2011-sbs-drama-awards-winners-list/"" rel=""bookmark"" title=""permanent link to 2011 sbs drama awards ""> 2011 sbs drama awards ",nan,,,,,,,,
870,870,"www.koreandrama.org/2011-kbs-drama-awards-winners-list/"" rel=""bookmark"" title=""permanent link to 2011 kbs drama awards ""> 2011 kbs drama awards ",nan,,,,,,,,
871,871,"www.koreandrama.org/2011-mbc-drama-awards/"" rel=""bookmark"" title=""permanent link to 2011 mbc drama awards ""> 2011 mbc drama awards ",nan,,,,,,,,
872,872,bachelor’s vegetable store,comedi romant,Channel A,base on the true stori of a young man who turn a tini veget shop into a nation chain bachelor veget store center on the love live and success of six singl young men ji chang wook is a talent young man with big dream who find himself fall in love complic ensu when chang wook friend a wealthi heir who grew up without a father come to work at the shop and fall for a spoil young heiress who is drawn to chang wook instead pop singer ji hyuk model sung ha and music actor shin won ho round out the quartet of goodlook bachelor who work togeth and struggl with life love and their career in thi heartwarm ragstorich stori,"2011, 2012",6.7,,27.0,,"Chang-Wook Ji, Ji-hye Wang, Lee Eun, Sin-hye Hwang"
873,873,saving madame go bong shil,famili,CSTV,a ish woman go bong shil live peac in a countri villag in namha after go bong shil s husband pass away her famili face bankruptci the famili then move to seoul and settl down in itaewon thi drama show how go bong shil overcom thi bad situat and then becom a success best sell writer,,,,,,
874,874,i’m alive,horror,MBC,,,,,,,
875,875,fermentation family,famili romant,jTBC,set within the famou korean restaur chunjiin known especi for their kimchi dish ki ho tae who grew up as an orphan begin to work at the restaur in search for hi past lee kang san is the owner of thi restaur dream to be the best chefle kang san and lee woo joo find themselv take over the manag of their famili tradit kimchi restaur heaven earth and man when their father set off on a journey one day without their knowledg ki ho tae coincident arriv at the restaur in search of the miss piec of hi past togeth with the other restaur employe longtim custom and a grow circl of friend they work toward their individu goal while find warmth and famili through their share of food and support of each other,"2011, 2012",7.9,,38.0,,"Il-guk Song, Jin-hee Park, Jae-Sung Choi, Shin-il Kang"
876,876,padam padam… the sound of his and her heartbeats,romant fantasi,jTBC,,,,,,,
877,877,color of woman,comedi romant,Channel A,a drama that contrast a woman who succe with knowledg and reason and a woman who weapon appear and sensitivitybyun so ra come from an ordinari background but she work veri hard she is then betray by her boyfriend and her dream of becom a professor fail byun sora then join a cosmet compani and she also meet a rival with whom she clash in thi cosmet companyja hee will play the lead man yoon joon soo hi charact is a good look smart and talent chaebol as he s the head of thi cosmet companytwo women who work at a cosmet compani want to get ahead through veri differ mean so ra want to use her phd and hard work ethic to achiev success in her career,"2011, 2012",5.7,,20.0,65,"Jae Hee, Ji-ho Shim, Yoon So-Yi, Lee Soo-Kyung"
878,878,vampire idol,comedi,MBN,a na ve vampir princ struggl to becom a global pop idol in thi melodramat youth sitcomyoung vampir princ from vampir planet visit earth to see live perform of hi favorit idol contend and remain stuck there with hi three trust and loyal servant he then decid to join competit himself,"2011, 2012",6.5,,20.0,,"Lee Jung, Soo-hyuk Lee, Dong-yup Sin, Woo-Bin Kim"
879,879,i live in cheongdam dong,comedi,jTBC,the event that happen while run a board hous and a comic book store in a run down stori build locat in an abouttob redevelop luxuri street in cheongdam dongji eun is thrill to hear that her mother hye ja is move to cheongdam dong neighborhood hye ja ji eun live in the suburb for thier whole life jieun dream of live a luxuri life but her realiti is quit differ the hous they move into is on the nd stori of a build which look like it will collaps the first floor of the build is a comic book shop and the second floor is a lodg hous their build is locat between luxuri build in cheongdam dong neighborhoodaft year of live in a poor neighborhood a woman is final abl to move up in the world hye ja kim hye ja decid to move to the upscal cheongdamdong area of gangnam seoul and her daughter ji eun oh ji eun dream of live in the midst of luxuri shop restaur and resid for the first time in her life,"2011, 2012",,,,60,"Oh Ji Eun, Kim Hye Ja, Sang-Yeob Lee, Hyun Woo"
880,880,when women powder twice,romant,jTBC,a drama about a woman who wa adopt and went through sever obstacl in lifesoo ji im jung eun who wa adopt by an american coupl meet swindler joon soo kang sung jin and fall in love with him soo ji get pregnant but joon soo run back to korea soo ji decid to go to south korea to find joon soo but soo ji is abandon by joon soo by chanc soo ji happen to meet a wealthi young man name young woo ahn jae mo and proce to pull off an elabor hoax in the process soo ji fall in love with young woo s younger brother sun woo danni ahnsuzi an adopte rais in america becom enamor with a korean conman name joonsoo after becom pregnant suzi follow joonsoo to south korea but noth goe accord to plan,2011,,,,35,"Jeong-eun Lim, Danny Ahn, Seong-jin Kang, Jae-mo Ahn"
881,881,"come, come, absolutely come",comedi,MBN,sitcom depict the live of two women and a man who live togeth in the same hous,,,,,,
882,882,for the sake of son,histor romant fantasi,KBS2,drama about a femal spi from north korea with a secret mission and a crime squad detect who fall in love with her without know who she is,,,,,,
883,883,what’s up?,music romant school,MBN,jang jae hun is a high school dropout who roam the street at night with hi two best friend pickpocket drunkard he accident caus an accid that lead to the death of a stranger park tae yi live in the countrysid with her grandfath and inherit her music talent from her father ha do sung compos song in anonym as rock star hade have been abandon at a young age by hi ambiti mother he tri to live quietli without draw attent to himself kim byeong gun is the odd one out in hi famili of businessmen wish to pursu a career in music despit hi debilit fear of perform in front of other eun chae young is the experienc actress have been in the industri for year howev she ha the desir to prove herself on the music stage rather than a movi actress with a pretti face what she doesnt expect is to be challeng by oh doo ri an equal talent actress who prefer to spend her time play firstperson shoot comput game than rehears these young adult end up togeth in the music depart of haneul art univers and find themselv under the guidanc of unconvent professor sunwoo young with each pass day they get a chanc to learn what it is to be a star and to prove to the peopl around them that they can succeed in their chosen path,"2011, 2012",7.4,,30.0,50,"Ju-hwan Lim, Ju-Eun Lim, Dae-Sung Kang, Hie-jin Jang"
884,884,queen insoo,histor drama,jTBC,the life of queen insoo from her childhood to adulthood as she rule joseon alongsid her motherinlaw queen junghe a drama that start with the th gener king moon jong to the th gener king yeon santhre women struggl with one anoth as each vie for power in the royal court of the joseon dynasti,"2011, 2012",7.4,,19.0,70,"Shi-ra Chae, Mi-suk Kim, Young Ho Kim, Sung-Hyun Baek"
885,885,bolder by the day,comedi,MBN,the wife of an armi command is promot to colonel befor her husband get a promot their daughter is commiss as a second lieuten bolder by the day depict a famili who are all involv in the militari,,,,,,
886,886,heaven’s garden,famili,Channel A,when you disobey your parent wish and marri someon they dont approv of can you go back home again when the marriag fail jung jae in ha no other choic but to return to her famili home despit be disown by her father boo sik for marri a divorc man with a daughter but she bring her stepdaught eun soo and her daughter hyun soo back to the picturesqu countrysid of the kangwon provinc when her husband tae sub is imprison after hi busi goe bankrupt in seoul jae in return to seoul and hock all of her possess to bail her husband out of jail on the day of hi releas a mysteri woman meet her husband and leav with him,"2011, 2012",7.8,,19.0,,"Seo-hyun Ahn, Ho-jeong Yu, Bool-am Choi, Ho-jin Kim"
887,887,lights and shadows,drama comedi,MBC,mbc s special thanniversari drama product light and shadow draw a man s up and down life with modern histori as it background start from the s dure the vietnam war ahn jae wook will play the role of kang ki tae who is the first nation entertain for soldier in war fieldsthi histor dramat trace the rise of kang ki tae ahn jae wook larg consid korea first superstar entertain as the son of a rich busi owner ki tae discov earli on that hed much rather goof off than work in one of hi father cinema the rascal ki tae borrow money from hi dad and run off to financ hi futur in film from ki tae earli humbl day on an american militari base stage to hi meteor rise from the s through present day thi drama navig beyond the smoke and mirror and flesh out an inspir true stori,"2011, 2012",,,,70,"Jae-wook Ahn, Kil-kang Ahn, Ga-Yoon Heo, Kwang-ryul Jun"
888,888,just like today,famili romant,MBC,a famili drama about a gener of young peopl who have their own concern relat to employ and school fee and three set of coupl who are hometown friend who wonder about the mean of life,,,,,,
889,889,special affairs team ten,action crime,OCN,special affair team ten is a crimin investig unit that tackl the most violent crime in south korea these crime usual have less than a rate for arrest they chase the most notori killer who attempt to commit the perfect crimesyeo ji hoon joo sang wook is former topnotch detect but now work as a professor he then becom the leader of special affair team ten nam ye ri jo an ha been a detect for year she join special affair team ten becaus of her psycholog reason power baek do sik kim sang ho is year veteran detect he possess a keen sens of intuit which he hone from hi mani year as a detect park min ho choi woo sik is a new detect he join special affair team ten after impress professor yeo ji hoon with hi reason powersa polic task forc is form in seoul to investig heinou crime such as serial killer and kidnapp the four member are the tactless but brilliant leader the street smart veteran detect a young and naiv data analyst and a femal cop whose instinct are inform by the victim or perpetr home the definit of an investig polic procedur,2011,8.1,,77.0,,"Sang-uk Joo, Sang-ho Kim, An Jo, Woo-sik Choi"
890,890,my daughter the flower,famili romant,SBS,,,,,,,
891,891,brain,medic,KBS2,a drama that deal with the brain and neurosurgeonsle kang hoon shin ha kyun who graduat from the top medic school work at the top hospit and is the top neurosurgeon around basic he s brain no and he work on brain too he ha ambit to becom the director at hi univers hospit he is obsess with success which is probabl both hi greatest flaw and strength sinc it make him steeli and fiercehowev onc he meet hi sunba kim sang chul jung jin young the prickli geniu doctor and world famou neurologist he turn over a new leaf and becom a sincer doctor seo joon suk jo dong hyuk is a doctor and will becom lee kang hoon s rival yoon ji hye choi jung won is also a neurosurgeon who grew up in an ordinari famili she is extrem strict in matter of work and studi but ha a warm bedsid manner with her patientsle kang hoon shin ha kyun is a talent neurosurgeon who graduat from a top medic school and work at the top hospit in korea chunha univers hospit he ha ambit to becom the director at chunha and would go to great length to achiev thi he is obsess with success which is probabl both hi greatest flaw and strength sinc it make him steeli and fierc he find a hate enemi a rival and a teacher in professor kim sang chul jung jin young a world famou neurologist whose friendli demeanor and kind with hi patient act as a stark contrast to lee kang hoon cold and unforgiv attitud yoon ji hye choi jung won is a thirdyear resid in the neurosurgeri depart who is welllik for her warm bedsid manner she is initi a thorn in kang hoon side with her critic of hi behavior but later becom hi staunchest support seo joon suk jo dong hyuk is kang hoon classmat and rival in both love and career,"2011, 2012",8.1,,47.0,,"Ha-kyun Shin, Jeong-won Choi, Jin-young Jung, Dong-Hyuk Cho"
892,892,"me too, flower!",comedi romant,MBC,a complex love stori involv three women and one mana tough femal polic offic who suffer from depress fall in love with a young multimillionair whom she initi believ wa a park attend instead of count her luck star she is taken aback by how rich he is offic cha bongsun is a peculiar woman who defi the rigid social hierarchi and rail against it and seo jaehe the millionair boyfriend is a peculiar man who fall in love with thi quirki polic offic they fall passion in love with each other a crazi sort of love a stori about peopl relationship and love,2011,6.9,,105.0,,"Shi-Yoon Yoon, Lee Ji-ah, Ga-Yoon Heo, Go Eun Han"
893,893,just you,famili romant,,a drama that draw the love of ki woon chan a high schoolgradu struggl to find a job and na moo goong hwa the onli daughter of an amazingli rich famili and the conflict and reconcili of their familieshong aeja kim hyeok work as a host at a home shop channel she ha three accomplish daughter jisung woo heejin insung lee sookyung and heesung jung hyeseong hong aeja famili interconnect with so panseok jung bosuk famili and heo eunsook park haemi as inlaw,2015,7.2,,9.0,,"Jung Bo-Suk, Lee Byung-Joon, Park Hae-Mi, Kim Hye-Ok"
894,894,tv novel – bok hee,romant,KBS2,,,,,,,
